player,season,salary
Yuta Tabuse,2004/05,"$108,066"
Awvee Storey,2004/05,"$84,573"
Tremaine Fowlkes,2004/05,"$79,029"
Courtney Alexander,2004/05,"$79,029"
Geno Carlisle,2004/05,"$65,779"
Britton Johnsen,2004/05,"$45,369"
Anthony Miller,2004/05,"$34,118"
Kevin Garnett,2002/03,"$25,200,000"
Shaquille O'Neal,2002/03,"$23,571,429"
Alonzo Mourning,2002/03,"$20,629,800"
Juwan Howard,2002/03,"$20,625,000"
Scottie Pippen,2002/03,"$19,727,524"
Karl Malone,2002/03,"$19,250,000"
Rasheed Wallace,2002/03,"$16,200,000"
Dikembe Mutombo,2002/03,"$16,105,264"
Allan Houston,2002/03,"$14,343,750"
Chris Webber,2002/03,"$14,343,750"
Shawn Kemp,2002/03,"$13,651,028"
Bryant Reeves,2002/03,"$12,999,998"
Gary Payton,2002/03,"$12,636,117"
Antonio McDyess,2002/03,"$12,600,000"
Shareef Abdur-Rahim,2002/03,"$12,375,000"
Antoine Walker,2002/03,"$12,375,000"
Vin Baker,2002/03,"$12,375,000"
Zydrunas Ilgauskas,2002/03,"$12,375,000"
Kobe Bryant,2002/03,"$12,375,000"
Ray Allen,2002/03,"$12,375,000"
Latrell Sprewell,2002/03,"$12,375,000"
Allen Iverson,2002/03,"$12,375,000"
Anfernee Hardaway,2002/03,"$12,375,000"
Stephon Marbury,2002/03,"$12,375,000"
Damon Stoudamire,2002/03,"$12,375,000"
Jalen Rose,2002/03,"$12,072,500"
Grant Hill,2002/03,"$12,072,500"
Tracy McGrady,2002/03,"$12,072,500"
Keith Van Horn,2002/03,"$12,072,500"
Tim Duncan,2002/03,"$12,072,500"
Reggie Miller,2002/03,"$12,046,473"
Antonio Davis,2002/03,"$12,000,000"
Michael Finley,2002/03,"$11,953,125"
Vlade Divac,2002/03,"$11,248,076"
Eddie Jones,2002/03,"$11,212,500"
Nick Van Exel,2002/03,"$11,061,234"
Brian Grant,2002/03,"$11,027,862"
Tom Gugliotta,2002/03,"$10,892,000"
Tim Thomas,2002/03,"$10,750,000"
David Robinson,2002/03,"$10,500,000"
Terrell Brandon,2002/03,"$10,175,000"
Paul Pierce,2002/03,"$10,067,750"
Dirk Nowitzki,2002/03,"$10,067,750"
Antawn Jamison,2002/03,"$10,067,750"
Vince Carter,2002/03,"$10,067,750"
Steve Smith,2002/03,"$9,900,000"
Glenn Robinson,2002/03,"$9,860,000"
Larry Johnson,2002/03,"$9,610,714"
Derrick Coleman,2002/03,"$9,380,000"
Theo Ratliff,2002/03,"$9,375,000"
Jason Kidd,2002/03,"$9,265,000"
Glen Rice,2002/03,"$9,200,000"
Kenny Anderson,2002/03,"$9,185,000"
Kerry Kittles,2002/03,"$8,966,667"
Matt Geiger,2002/03,"$8,768,480"
Mike Bibby,2002/03,"$8,500,000"
Clifford Robinson,2002/03,"$8,421,875"
Dale Davis,2002/03,"$8,055,000"
Toni Kukoc,2002/03,"$8,050,000"
Elden Campbell,2002/03,"$8,050,000"
John Stockton,2002/03,"$7,875,000"
Greg Ostertag,2002/03,"$7,799,996"
Jamal Mashburn,2002/03,"$7,750,000"
Raef LaFrentz,2002/03,"$7,270,000"
Maurice Taylor,2002/03,"$7,150,000"
Derek Anderson,2002/03,"$7,144,500"
Alan Henderson,2002/03,"$7,091,250"
PJ Brown,2002/03,"$7,044,800"
Wesley Person,2002/03,"$7,000,000"
Austin Croshere,2002/03,"$6,960,000"
Jermaine O'Neal,2002/03,"$6,900,000"
Luc Longley,2002/03,"$6,900,000"
Erick Dampier,2002/03,"$6,858,500"
Arvydas Sabonis,2002/03,"$6,850,000"
Marcus Camby,2002/03,"$6,750,000"
Ron Mercer,2002/03,"$6,750,000"
Kelvin Cato,2002/03,"$6,696,000"
Tyrone Hill,2002/03,"$6,600,000"
Bo Outlaw,2002/03,"$6,585,000"
Jerry Stackhouse,2002/03,"$6,375,000"
Bonzi Wells,2002/03,"$6,300,000"
Doug Christie,2002/03,"$6,250,000"
Rashard Lewis,2002/03,"$6,233,766"
Nick Anderson,2002/03,"$6,101,906"
Shandon Anderson,2002/03,"$6,100,000"
Michael Olowokandi,2002/03,"$6,061,213"
Lorenzen Wright,2002/03,"$6,050,000"
Chris Mills,2002/03,"$6,000,000"
Steve Nash,2002/03,"$5,750,000"
Hakeem Olajuwon,2002/03,"$5,694,231"
Eddie Robinson,2002/03,"$5,687,000"
Bob Sura,2002/03,"$5,639,999"
Tariq Abdul-Wahad,2002/03,"$5,625,000"
Predrag Stojakovic,2002/03,"$5,625,000"
Charlie Ward,2002/03,"$5,570,000"
Jason Williams,2002/03,"$5,500,000"
Michael Dickerson,2002/03,"$5,500,000"
Loy Vaught,2002/03,"$5,364,964"
Alvin Williams,2002/03,"$5,350,000"
Howard Eisley,2002/03,"$5,312,500"
Robert Horry,2002/03,"$5,300,000"
Jason Caffey,2002/03,"$5,250,000"
Jerome Williams,2002/03,"$5,250,000"
Vitaly Potapenko,2002/03,"$5,238,750"
Ben Wallace,2002/03,"$5,200,000"
Donyell Marshall,2002/03,"$5,186,542"
Christian Laettner,2002/03,"$5,062,500"
Al Harrington,2002/03,"$5,060,000"
Brent Barry,2002/03,"$5,040,000"
Danny Fortson,2002/03,"$5,039,068"
Eric Williams,2002/03,"$5,004,000"
Brevin Knight,2002/03,"$5,000,000"
Calvin Booth,2002/03,"$4,992,900"
Avery Johnson,2002/03,"$4,991,800"
Joe Smith,2002/03,"$4,991,800"
Clarence Weatherspoon,2002/03,"$4,991,800"
Todd MacCulloch,2002/03,"$4,991,800"
Ruben Patterson,2002/03,"$4,991,800"
Cuttino Mobley,2002/03,"$4,903,750"
Kurt Thomas,2002/03,"$4,903,750"
Jahidi White,2002/03,"$4,903,750"
Elton Brand,2002/03,"$4,895,656"
Sam Cassell,2002/03,"$4,850,000"
Scot Pollard,2002/03,"$4,826,874"
Brad Miller,2002/03,"$4,800,000"
Nazr Mohammed,2002/03,"$4,750,000"
Ricky Davis,2002/03,"$4,546,000"
Chauncey Billups,2002/03,"$4,546,000"
Devean George,2002/03,"$4,546,000"
Jerome James,2002/03,"$4,546,000"
Keon Clark,2002/03,"$4,546,000"
Danny Ferry,2002/03,"$4,546,000"
Larry Hughes,2002/03,"$4,546,000"
Mark Jackson,2002/03,"$4,530,000"
Corliss Williamson,2002/03,"$4,500,000"
Aaron McKie,2002/03,"$4,500,000"
Jim McIlvaine,2002/03,"$4,400,000"
Adonal Foyle,2002/03,"$4,400,000"
Steve Francis,2002/03,"$4,383,581"
Anthony Mason,2002/03,"$4,370,819"
Malik Rose,2002/03,"$4,370,000"
Rick Fox,2002/03,"$4,340,231"
Derek Strong,2002/03,"$4,212,000"
Michael Stewart,2002/03,"$4,160,000"
Eric Snow,2002/03,"$4,125,000"
Lamond Murray,2002/03,"$4,125,000"
Kenyon Martin,2002/03,"$4,067,160"
Brent Price,2002/03,"$4,048,000"
Darrell Armstrong,2002/03,"$4,010,000"
Tony Battie,2002/03,"$4,000,000"
Shawn Bradley,2002/03,"$4,000,000"
Travis Knight,2002/03,"$4,000,000"
Matt Harpring,2002/03,"$4,000,000"
Ervin Johnson,2002/03,"$3,998,679"
Kwame Brown,2002/03,"$3,974,760"
Baron Davis,2002/03,"$3,942,922"
Lindsey Hunter,2002/03,"$3,870,912"
Yao Ming,2002/03,"$3,858,240"
Zeljko Rebraca,2002/03,"$3,850,000"
Tracy Murray,2002/03,"$3,740,000"
Anthony Carter,2002/03,"$3,656,250"
Stromile Swift,2002/03,"$3,639,000"
Chucky Atkins,2002/03,"$3,600,000"
David Wesley,2002/03,"$3,600,000"
Marc Jackson,2002/03,"$3,575,000"
Lamar Odom,2002/03,"$3,557,585"
Tyson Chandler,2002/03,"$3,556,200"
Bruce Bowen,2002/03,"$3,550,000"
Jay Williams,2002/03,"$3,451,920"
Jud Buechler,2002/03,"$3,450,000"
Antonio Daniels,2002/03,"$3,375,000"
Anthony Peeler,2002/03,"$3,350,812"
Lawrence Funderburke,2002/03,"$3,300,000"
Darius Miles,2002/03,"$3,267,960"
Andrew DeClercq,2002/03,"$3,262,500"
Jonathan Bender,2002/03,"$3,226,745"
Pau Gasol,2002/03,"$3,193,680"
Jon Barry,2002/03,"$3,175,000"
Moochie Norris,2002/03,"$3,150,000"
Evan Eschmeyer,2002/03,"$3,103,800"
Mike Dunleavy,2002/03,"$3,100,080"
LaPhonso Ellis,2002/03,"$3,100,000"
Eduardo Najera,2002/03,"$3,047,620"
Chris Whitney,2002/03,"$3,000,000"
Eric Piatkowski,2002/03,"$3,000,000"
Derek Fisher,2002/03,"$3,000,000"
Michael Redd,2002/03,"$3,000,000"
Jeff McInnis,2002/03,"$3,000,000"
Marcus Fizer,2002/03,"$2,946,240"
Matt Maloney,2002/03,"$2,945,716"
Wally Szczerbiak,2002/03,"$2,933,187"
Eddy Curry,2002/03,"$2,879,280"
Rodney Rogers,2002/03,"$2,796,000"
Drew Gooden,2002/03,"$2,794,920"
Chris Crawford,2002/03,"$2,750,000"
Eric Montross,2002/03,"$2,720,000"
Tony Delk,2002/03,"$2,700,000"
Aaron Williams,2002/03,"$2,700,000"
Othella Harrington,2002/03,"$2,700,000"
Randy Brown,2002/03,"$2,700,000"
Bobby Jackson,2002/03,"$2,700,000"
Hubert Davis,2002/03,"$2,687,500"
Richard Hamilton,2002/03,"$2,681,783"
Mike Miller,2002/03,"$2,668,080"
Horace Grant,2002/03,"$2,661,538"
Lucious Harris,2002/03,"$2,640,000"
Sean Rooks,2002/03,"$2,640,000"
Steve Kerr,2002/03,"$2,625,000"
Jason Richardson,2002/03,"$2,607,360"
Jamie Feick,2002/03,"$2,600,000"
Michael Curry,2002/03,"$2,600,000"
George Lynch,2002/03,"$2,600,000"
George McCloud,2002/03,"$2,599,900"
Tony Massenburg,2002/03,"$2,541,098"
Nikoloz Tskitishvili,2002/03,"$2,530,920"
Andre Miller,2002/03,"$2,460,709"
Mikki Moore,2002/03,"$2,459,142"
Radoslav Nesterovic,2002/03,"$2,436,813"
DerMarr Johnson,2002/03,"$2,423,280"
Bimbo Coles,2002/03,"$2,400,000"
Stacey Augmon,2002/03,"$2,400,000"
Greg Buckner,2002/03,"$2,400,000"
John Amaechi,2002/03,"$2,392,500"
Shane Battier,2002/03,"$2,368,200"
Pat Garrity,2002/03,"$2,350,000"
Dajuan Wagner,2002/03,"$2,298,840"
Shawn Marion,2002/03,"$2,265,375"
Chris Mihm,2002/03,"$2,212,200"
Eddie Griffin,2002/03,"$2,161,920"
Jason Terry,2002/03,"$2,153,934"
Cory Alexander,2002/03,"$2,149,259"
Corey Maggette,2002/03,"$2,069,764"
Lorenzo Williams,2002/03,"$2,068,000"
Jamal Crawford,2002/03,"$2,026,680"
Shammond Williams,2002/03,"$2,000,000"
Bryant Stith,2002/03,"$2,000,000"
Troy Hudson,2002/03,"$2,000,000"
DeSagana Diop,2002/03,"$1,980,600"
Nenê,2002/03,"$1,945,520"
Chris Wilcox,2002/03,"$1,922,520"
Metta World Peace,2002/03,"$1,904,860"
Wang Zhizhi,2002/03,"$1,900,000"
Tyronn Lue,2002/03,"$1,870,000"
Joel Przybilla,2002/03,"$1,862,880"
Patrick Ewing,2002/03,"$1,850,000"
Rodney White,2002/03,"$1,820,520"
Keyon Dooling,2002/03,"$1,769,760"
Amare Stoudemire,2002/03,"$1,767,120"
Chris Childs,2002/03,"$1,750,000"
Marko Jaric,2002/03,"$1,750,000"
Joe Johnson,2002/03,"$1,729,560"
James Posey,2002/03,"$1,723,606"
Jerome Moiso,2002/03,"$1,681,200"
Caron Butler,2002/03,"$1,678,800"
Muggsy Bogues,2002/03,"$1,659,120"
Kedrick Brown,2002/03,"$1,643,040"
Etan Thomas,2002/03,"$1,597,200"
Jared Jeffries,2002/03,"$1,594,920"
Dion Glover,2002/03,"$1,584,312"
Jeff Foster,2002/03,"$1,571,335"
Vladimir Radmanovic,2002/03,"$1,560,840"
Kenny Thomas,2002/03,"$1,557,684"
Samaki Walker,2002/03,"$1,540,000"
Courtney Alexander,2002/03,"$1,517,280"
Greg Anthony,2002/03,"$1,500,000"
Cezary Trybanski,2002/03,"$1,500,000"
Melvin Ely,2002/03,"$1,490,120"
Richard Jefferson,2002/03,"$1,482,840"
Mateen Cleaves,2002/03,"$1,441,440"
Marcus Haislip,2002/03,"$1,439,400"
Matt Bullard,2002/03,"$1,430,000"
Jumaine Jones,2002/03,"$1,419,026"
Troy Murphy,2002/03,"$1,408,680"
Corie Blount,2002/03,"$1,400,000"
Fred Hoiberg,2002/03,"$1,400,000"
Stanislav Medvedenko,2002/03,"$1,400,000"
Gordan Giricek,2002/03,"$1,400,000"
Travis Best,2002/03,"$1,400,000"
Michael Doleac,2002/03,"$1,400,000"
Bryon Russell,2002/03,"$1,400,000"
Jason Collier,2002/03,"$1,369,440"
Fred Jones,2002/03,"$1,367,400"
Vladimir Stepania,2002/03,"$1,350,000"
Steven Hunter,2002/03,"$1,338,240"
Manu Ginobili,2002/03,"$1,325,000"
Hidayet Turkoglu,2002/03,"$1,300,920"
Bryce Drew,2002/03,"$1,300,000"
Kirk Haston,2002/03,"$1,271,400"
Earl Boykins,2002/03,"$1,243,605"
Desmond Mason,2002/03,"$1,235,880"
Jiri Welsch,2002/03,"$1,234,080"
Bostjan Nachbar,2002/03,"$1,224,000"
Earl Watson,2002/03,"$1,215,000"
Michael Bradley,2002/03,"$1,207,800"
Quentin Richardson,2002/03,"$1,174,080"
Juan Dixon,2002/03,"$1,172,400"
Jarron Collins,2002/03,"$1,150,000"
Jason Collins,2002/03,"$1,147,440"
Jamaal Magloire,2002/03,"$1,121,280"
Curtis Borchardt,2002/03,"$1,113,720"
Ryan Bowen,2002/03,"$1,111,111"
Don Reid,2002/03,"$1,100,000"
Zach Randolph,2002/03,"$1,095,720"
Speedy Claxton,2002/03,"$1,076,400"
Ryan Humphrey,2002/03,"$1,063,680"
Brendan Haywood,2002/03,"$1,051,920"
Morris Peterson,2002/03,"$1,033,320"
Popeye Jones,2002/03,"$1,030,000"
Walt Williams,2002/03,"$1,030,000"
Mark Bryant,2002/03,"$1,030,000"
Brian Shaw,2002/03,"$1,030,000"
Kendall Gill,2002/03,"$1,030,000"
Rod Strickland,2002/03,"$1,030,000"
Scott Williams,2002/03,"$1,030,000"
Chris Dudley,2002/03,"$1,030,000"
Kevin Willis,2002/03,"$1,030,000"
Charles Oakley,2002/03,"$1,030,000"
Michael Jordan,2002/03,"$1,030,000"
Kareem Rush,2002/03,"$1,021,080"
Joseph Forte,2002/03,"$1,009,920"
Tim Hardaway,2002/03,"$1,000,000"
Mehmet Okur,2002/03,"$1,000,000"
Kevin Ollie,2002/03,"$1,000,000"
Calbert Cheaney,2002/03,"$1,000,000"
Donnell Harvey,2002/03,"$992,040"
Qyntel Woods,2002/03,"$980,280"
Jeryl Sasser,2002/03,"$969,480"
DeShawn Stevenson,2002/03,"$952,320"
Casey Jacobsen,2002/03,"$941,040"
Brandon Armstrong,2002/03,"$930,720"
Tayshaun Prince,2002/03,"$903,360"
Efthimios Rentzias,2002/03,"$903,360"
Danny Manning,2002/03,"$900,000"
Andrei Kirilenko,2002/03,"$893,400"
Monty Williams,2002/03,"$887,435"
Iakovos Tsakalidis,2002/03,"$877,680"
Gerald Wallace,2002/03,"$857,760"
Bobby Simmons,2002/03,"$849,892"
Mamadou N'diaye,2002/03,"$848,520"
Amal McCaskill,2002/03,"$843,212"
Frank Williams,2002/03,"$832,560"
Dalibor Bagaric,2002/03,"$830,947"
Emanual Davis,2002/03,"$824,935"
Cherokee Parks,2002/03,"$824,935"
Gary Trent,2002/03,"$824,935"
Voshon Lenard,2002/03,"$824,935"
Mark Madsen,2002/03,"$813,000"
Jamaal Tinsley,2002/03,"$805,320"
Primoz Brezec,2002/03,"$805,320"
Tony Parker,2002/03,"$800,400"
J.R. Reid,2002/03,"$800,000"
Jim Jackson,2002/03,"$791,341"
Chris Jefferies,2002/03,"$781,800"
Dan Dickau,2002/03,"$776,880"
Walter McCarty,2002/03,"$762,435"
Mark Blount,2002/03,"$762,435"
Erick Strickland,2002/03,"$762,435"
Milt Palacio,2002/03,"$750,000"
Robert Traylor,2002/03,"$750,000"
Darvin Ham,2002/03,"$699,935"
Anthony Johnson,2002/03,"$699,935"
Rick Brunson,2002/03,"$699,935"
Jacque Vaughn,2002/03,"$699,935"
Stephen Jackson,2002/03,"$699,935"
Samuel Dalembert,2002/03,"$691,100"
Erick Barkley,2002/03,"$682,500"
John Salmons,2002/03,"$670,800"
Loren Woods,2002/03,"$662,435"
Bruno Sundov,2002/03,"$637,435"
Adrian Griffin,2002/03,"$637,435"
Eddie House,2002/03,"$637,435"
Felipe Lopez,2002/03,"$637,435"
Mark Pope,2002/03,"$637,435"
Brian Skinner,2002/03,"$637,435"
Charles Smith,2002/03,"$637,435"
Damon Jones,2002/03,"$637,435"
Jelani McCoy,2002/03,"$637,435"
Raja Bell,2002/03,"$612,435"
Sean Marks,2002/03,"$612,435"
Ansu Sesay,2002/03,"$612,435"
Scott Padgett,2002/03,"$612,435"
Ira Newble,2002/03,"$587,435"
Ruben Wolkowyski,2002/03,"$587,435"
Pepe Sanchez,2002/03,"$587,435"
Juaquin Hawkins,2002/03,"$587,435"
Lavor Postell,2002/03,"$587,435"
Lee Nailon,2002/03,"$587,435"
Olumide Oyedeji,2002/03,"$587,435"
Dan Langhi,2002/03,"$587,435"
Jake Voskuhl,2002/03,"$587,435"
Brian Cardinal,2002/03,"$587,435"
Raul Lopez,2002/03,"$578,160"
Carlos Arroyo,2002/03,"$546,000"
Predrag Drobnjak,2002/03,"$526,413"
Mengke Bateer,2002/03,"$512,453"
Brian Scalabrine,2002/03,"$512,435"
Trenton Hassell,2002/03,"$512,435"
Chris Andersen,2002/03,"$512,435"
Gilbert Arenas,2002/03,"$512,435"
Terence Morris,2002/03,"$512,435"
Jamison Brewer,2002/03,"$512,435"
Tremaine Fowlkes,2002/03,"$512,435"
Malik Allen,2002/03,"$512,435"
Mike James,2002/03,"$512,435"
Kenny Satterfield,2002/03,"$512,435"
Alton Ford,2002/03,"$512,435"
Ruben Boumtje-Boumtje,2002/03,"$512,435"
Greg Foster,2002/03,"$401,951"
JR Bremer,2002/03,"$349,458"
Tamar Slay,2002/03,"$349,458"
Lonny Baxter,2002/03,"$349,458"
Roger Mason,2002/03,"$349,458"
Carlos Boozer,2002/03,"$349,458"
Smush Parker,2002/03,"$349,458"
Junior Harrington,2002/03,"$349,458"
Predrag Savovic,2002/03,"$349,458"
Vincent Yarbrough,2002/03,"$349,458"
Tito Maddox,2002/03,"$349,458"
Jannero Pargo,2002/03,"$349,458"
Chris Owens,2002/03,"$349,458"
Mike Batiste,2002/03,"$349,458"
Robert Archibald,2002/03,"$349,458"
Ken Johnson,2002/03,"$349,458"
Rasual Butler,2002/03,"$349,458"
Sean Lampley,2002/03,"$349,458"
Dan Gadzuric,2002/03,"$349,458"
Jamal Sampson,2002/03,"$349,458"
Ronald Murray,2002/03,"$349,458"
Igor Rakocevic,2002/03,"$349,458"
Reggie Evans,2002/03,"$349,458"
Pat Burke,2002/03,"$349,458"
Sam Clancy,2002/03,"$349,458"
Nate Huffman,2002/03,"$349,458"
Reggie Slater,2002/03,"$321,926"
Art Long,2002/03,"$229,243"
Jermaine Jackson,2002/03,"$171,932"
Oscar Torres,2002/03,"$168,729"
Adam Harrington,2002/03,"$140,636"
Anthony Goldwire,2002/03,"$139,925"
John Crotty,2002/03,"$138,171"
Pete Mickeal,2002/03,"$136,374"
Soumaila Samake,2002/03,"$124,984"
Ratko Varda,2002/03,"$124,984"
Dean Oliver,2002/03,"$118,735"
Antonio Harvey,2002/03,"$60,361"
Mark Strickland,2002/03,"$60,361"
Mike Wilks,2002/03,"$55,402"
Rafer Alston,2002/03,"$37,344"
Guy Rucker,2002/03,"$34,946"
Devin Brown,2002/03,"$34,946"
Paul Shirley,2002/03,"$29,832"
Kevin Garnett,2000/01,"$19,610,000"
Shaquille O'Neal,2000/01,"$19,285,715"
Alonzo Mourning,2000/01,"$16,880,000"
Juwan Howard,2000/01,"$16,875,000"
Hakeem Olajuwon,2000/01,"$16,700,000"
Karl Malone,2000/01,"$15,750,000"
David Robinson,2000/01,"$14,700,000"
Dikembe Mutombo,2000/01,"$14,400,000"
Patrick Ewing,2000/01,"$14,000,000"
Jayson Williams,2000/01,"$13,800,000"
Scottie Pippen,2000/01,"$13,750,000"
Rasheed Wallace,2000/01,"$12,600,000"
Gary Payton,2000/01,"$12,200,000"
Tim Hardaway,2000/01,"$12,000,000"
Chris Webber,2000/01,"$12,000,000"
Shawn Kemp,2000/01,"$11,720,000"
Damon Stoudamire,2000/01,"$11,250,000"
Arvydas Sabonis,2000/01,"$11,250,000"
Larry Johnson,2000/01,"$11,000,000"
John Stockton,2000/01,"$11,000,000"
Antonio McDyess,2000/01,"$10,800,000"
Reggie Miller,2000/01,"$10,670,000"
Antoine Walker,2000/01,"$10,130,000"
Stephon Marbury,2000/01,"$10,130,000"
Zydrunas Ilgauskas,2000/01,"$10,130,000"
Kobe Bryant,2000/01,"$10,130,000"
Shareef Abdur-Rahim,2000/01,"$10,130,000"
Ray Allen,2000/01,"$10,130,000"
Vin Baker,2000/01,"$10,130,000"
Allen Iverson,2000/01,"$10,130,000"
Anfernee Hardaway,2000/01,"$10,130,000"
Latrell Sprewell,2000/01,"$10,125,000"
Bryant Reeves,2000/01,"$10,110,000"
Mitch Richmond,2000/01,"$10,000,000"
Rod Strickland,2000/01,"$10,000,000"
Jalen Rose,2000/01,"$9,660,000"
Grant Hill,2000/01,"$9,660,000"
Tracy McGrady,2000/01,"$9,660,000"
Tim Duncan,2000/01,"$9,660,000"
Vlade Divac,2000/01,"$9,640,000"
Tom Gugliotta,2000/01,"$9,360,000"
Nick Van Exel,2000/01,"$9,200,000"
Keith Van Horn,2000/01,"$9,000,000"
Allan Houston,2000/01,"$9,000,000"
Eddie Jones,2000/01,"$8,960,000"
Brian Grant,2000/01,"$8,900,000"
Tim Thomas,2000/01,"$8,510,000"
Michael Finley,2000/01,"$8,400,000"
Shawn Bradley,2000/01,"$8,370,000"
Terrell Brandon,2000/01,"$8,330,000"
Glenn Robinson,2000/01,"$8,120,000"
Steve Smith,2000/01,"$8,100,000"
Elden Campbell,2000/01,"$8,050,000"
Danny Manning,2000/01,"$8,030,000"
Derrick Coleman,2000/01,"$8,000,000"
Avery Johnson,2000/01,"$8,000,000"
Theo Ratliff,2000/01,"$7,800,000"
Kerry Kittles,2000/01,"$7,770,000"
Jason Kidd,2000/01,"$7,680,000"
Glen Rice,2000/01,"$7,578,900"
Kenny Anderson,2000/01,"$7,520,000"
Matt Geiger,2000/01,"$7,515,840"
Tyrone Hill,2000/01,"$7,300,000"
Kendall Gill,2000/01,"$7,000,000"
Clifford Robinson,2000/01,"$6,890,000"
Christian Laettner,2000/01,"$6,625,000"
Horace Grant,2000/01,"$6,500,000"
Jamal Mashburn,2000/01,"$6,200,000"
Chris Dudley,2000/01,"$6,200,000"
Toni Kukoc,2000/01,"$6,000,000"
Dale Davis,2000/01,"$6,000,000"
Bryant Stith,2000/01,"$5,920,000"
Alan Henderson,2000/01,"$5,910,000"
Charles Oakley,2000/01,"$5,760,000"
Marcus Camby,2000/01,"$5,750,000"
Luc Longley,2000/01,"$5,750,000"
PJ Brown,2000/01,"$5,740,000"
Jermaine O'Neal,2000/01,"$5,710,000"
Donyell Marshall,2000/01,"$5,630,000"
Erick Dampier,2000/01,"$5,610,000"
Wesley Person,2000/01,"$5,600,000"
Chris Gatling,2000/01,"$5,550,000"
Anthony Mason,2000/01,"$5,550,000"
Ron Mercer,2000/01,"$5,520,000"
Steve Nash,2000/01,"$5,500,000"
Isaac Austin,2000/01,"$5,500,000"
Antonio Davis,2000/01,"$5,500,000"
Jim McIlvaine,2000/01,"$5,400,000"
Derrick McKey,2000/01,"$5,400,000"
Kelvin Cato,2000/01,"$5,330,000"
Jerry Stackhouse,2000/01,"$5,310,000"
Austin Croshere,2000/01,"$5,300,000"
Sean Elliott,2000/01,"$5,300,000"
Greg Ostertag,2000/01,"$5,200,000"
Charlie Ward,2000/01,"$5,040,000"
Lorenzen Wright,2000/01,"$4,950,000"
Loy Vaught,2000/01,"$4,812,025"
Chris Mills,2000/01,"$4,800,000"
Mookie Blaylock,2000/01,"$4,800,000"
Robert Horry,2000/01,"$4,800,000"
Hersey Hawkins,2000/01,"$4,760,000"
Chris Childs,2000/01,"$4,680,000"
Chris Mullin,2000/01,"$4,650,000"
Bobby Phills,2000/01,"$4,640,000"
Bryon Russell,2000/01,"$4,570,000"
Tariq Abdul-Wahad,2000/01,"$4,500,000"
Bo Outlaw,2000/01,"$4,500,000"
Bob Sura,2000/01,"$4,390,000"
Jason Caffey,2000/01,"$4,380,000"
Robert Pack,2000/01,"$4,320,000"
Brent Barry,2000/01,"$4,320,000"
Vitaly Potapenko,2000/01,"$4,290,000"
Brevin Knight,2000/01,"$4,250,000"
Howard Eisley,2000/01,"$4,250,000"
Walt Williams,2000/01,"$4,250,000"
Scott Williams,2000/01,"$4,200,000"
Dan Majerle,2000/01,"$4,050,000"
Brad Miller,2000/01,"$4,000,000"
Ben Wallace,2000/01,"$4,000,000"
Duane Causwell,2000/01,"$4,000,000"
Sam Cassell,2000/01,"$4,000,000"
Danny Fortson,2000/01,"$3,950,000"
Corliss Williamson,2000/01,"$3,940,000"
Cedric Ceballos,2000/01,"$3,937,500"
Jahidi White,2000/01,"$3,922,000"
Cuttino Mobley,2000/01,"$3,920,000"
Rashard Lewis,2000/01,"$3,920,000"
Scot Pollard,2000/01,"$3,920,000"
Eric Williams,2000/01,"$3,890,000"
Voshon Lenard,2000/01,"$3,780,000"
Nick Anderson,2000/01,"$3,750,000"
Dana Barros,2000/01,"$3,700,000"
Michael Olowokandi,2000/01,"$3,697,440"
Doug West,2000/01,"$3,680,000"
Kurt Thomas,2000/01,"$3,680,000"
Elton Brand,2000/01,"$3,629,160"
Adonal Foyle,2000/01,"$3,580,000"
Mark Jackson,2000/01,"$3,570,000"
Kenyon Martin,2000/01,"$3,536,640"
Michael Stewart,2000/01,"$3,520,000"
Derek Strong,2000/01,"$3,510,000"
Travis Best,2000/01,"$3,500,000"
Rex Chapman,2000/01,"$3,500,000"
Greg Anthony,2000/01,"$3,500,000"
Rick Fox,2000/01,"$3,400,000"
Adam Keefe,2000/01,"$3,390,000"
Lamond Murray,2000/01,"$3,380,000"
Derek Fisher,2000/01,"$3,380,000"
Eric Snow,2000/01,"$3,380,000"
Mike Bibby,2000/01,"$3,308,160"
Jud Buechler,2000/01,"$3,260,000"
Steve Francis,2000/01,"$3,246,960"
Greg Minor,2000/01,"$3,240,000"
Tony Battie,2000/01,"$3,200,000"
Travis Knight,2000/01,"$3,200,000"
Don MacLean,2000/01,"$3,178,500"
Stromile Swift,2000/01,"$3,164,280"
Doug Christie,2000/01,"$3,140,000"
Darrell Armstrong,2000/01,"$3,100,000"
Tracy Murray,2000/01,"$3,060,000"
Mark Bryant,2000/01,"$3,029,268"
Chucky Atkins,2000/01,"$3,000,000"
Tyrone Nesby,2000/01,"$2,990,000"
Raef LaFrentz,2000/01,"$2,970,840"
Samaki Walker,2000/01,"$2,960,000"
Baron Davis,2000/01,"$2,916,000"
David Wesley,2000/01,"$2,880,000"
Brent Price,2000/01,"$2,880,000"
Dean Garrett,2000/01,"$2,880,000"
Jerome Williams,2000/01,"$2,870,000"
Kevin Willis,2000/01,"$2,870,000"
Mikki Moore,2000/01,"$2,850,000"
Darius Miles,2000/01,"$2,841,720"
Antonio Daniels,2000/01,"$2,820,000"
Popeye Jones,2000/01,"$2,812,500"
Anthony Peeler,2000/01,"$2,740,000"
Jon Barry,2000/01,"$2,730,000"
